Word,freqfilms2,freqlivres,cgram
dermique,0.03,0.00,ADJ
dermite,0.09,0.00,NOM
dermographie,0.14,0.07,NOM
dernier,38.54,47.70,NOM
dernier,138.57,146.42,ADJ
dernièrement,11.24,1.35,ADV
dérobade,0.21,1.76,NOM
dérobé,0.11,0.74,ADJ
dérober,2.08,7.57,VER
dérogation,0.40,0.20,NOM
dérogatoire,0.01,0.00,ADJ
déroger,0.18,0.34,VER
dérouillée,0.23,1.01,NOM
dérouillement,0.00,0.07,NOM
dérouiller,0.94,1.69,VER
déroulant,0.02,0.00,ADJ
déroulement,0.82,5.88,NOM
dérouler,1.26,5.88,VER
dérouleur,0.01,0.14,NOM
déroutage,0.01,0.07,NOM
déroutant,0.68,0.47,ADJ
déroute,1.03,5.88,NOM
déroutement,0.28,0.00,NOM
dérouter,0.54,0.47,VER
derrick,1.98,0.07,NOM
derrière,9.08,14.26,NOM
derrière,73.39,84.32,ADV
derrière,105.10,349.39,PRE
derviche,0.08,1.35,NOM
désabusé,0.02,0.61,NOM
désabusé,0.08,3.04,ADJ
désabusement,0.00,0.41,NOM
désabuser,0.00,0.07,VER
désaccord,2.41,4.05,NOM
désaccorder,0.00,0.14,VER
désaccoupler,0.01,0.00,VER
désaccoutumer,0.14,0.00,VER
désacralisation,0.20,0.00,NOM
désacraliser,0.03,0.00,VER
désactivation,0.41,0.07,NOM
désactiver,1.43,0.00,VER
désadopter,0.01,0.00,VER
désaffectation,0.00,0.07,NOM
désaffecté,0.46,1.62,ADJ
désaffecter,0.00,0.07,VER
désaffection,0.04,0.54,NOM
désagréable,9.54,16.55,ADJ
désagréablement,0.13,1.28,ADV
désagrégation,0.10,1.35,NOM
désagréger,0.11,0.88,VER
désagrément,1.20,1.42,NOM
désaliénation,0.00,0.07,NOM
désalinisation,0.02,0.00,NOM
désaltérer,0.35,0.81,VER
désamiantage,0.09,0.00,NOM
désaminase,0.01,0.00,NOM
désamorçage,0.18,0.00,NOM
désamorcer,1.43,0.47,VER
désamour,0.00,0.34,NOM
désangler,0.00,0.07,VER
désaper,0.38,0.00,VER
désapeurer,0.00,0.07,VER
désappointé,0.01,0.07,NOM
désappointé,0.04,0.14,ADJ
désappointement,0.00,0.74,NOM
désappointer,0.03,0.07,VER
désapprendre,0.09,0.07,VER
désapprobateur,0.04,0.95,ADJ
désapprobation,0.42,1.55,NOM
désapprouver,0.16,0.34,VER
désarçonné,0.12,0.41,ADJ
désarçonner,0.17,0.81,VER
désargenté,0.00,0.14,ADJ
désarmant,0.04,0.54,ADJ
désarmé,0.74,2.64,ADJ
désarmement,1.04,0.88,NOM
désarmer,1.57,1.96,VER
désarrimage,0.02,0.00,NOM
désarroi,1.32,13.99,NOM
désarticulation,0.00,0.14,NOM
désarticuler,0.00,0.07,VER
désassembler,0.05,0.14,VER
désastre,12.26,19.86,NOM
désastreusement,0.01,0.00,ADV
désastreux,1.13,2.64,ADJ
désavantage,0.43,0.61,NOM
désavantager,0.02,0.07,VER
désaveu,0.07,0.61,NOM
désaveux,0.00,0.07,NOM
désavouer,0.20,0.74,VER
désaxé,0.07,0.14,ADJ
désaxé,0.26,0.07,NOM
désaxement,0.00,0.07,NOM
desceller,0.01,0.41,VER
descendance,1.30,1.89,NOM
descendant,0.75,2.23,ADJ
descendant,0.78,1.69,NOM
descendeur,0.04,0.00,NOM
descendre,65.28,70.41,VER
descenseur,0.01,0.00,NOM
descente,10.48,20.81,NOM
descriptible,0.00,0.07,ADJ
descriptif,0.10,0.20,ADJ
descriptif,0.12,0.20,NOM
description,7.08,8.04,NOM
desdites,0.00,0.07,PRE
desdits,0.00,0.20,PRE
déségrégation,0.03,0.00,NOM
désembourber,0.05,0.14,VER
désembrouiller,0.01,0.00,VER
désembuer,0.00,0.07,VER
désemparé,0.03,0.81,NOM
désemparé,0.20,2.23,ADJ
désemparer,0.00,0.61,VER
désenchaînement,0.00,0.07,NOM
désenchaîner,0.00,0.07,VER
désenchanté,0.01,0.20,NOM
désenchanté,0.11,0.47,ADJ
désenchantement,0.16,1.69,NOM
désenchanter,0.00,0.14,VER
désenclavement,0.00,0.07,NOM
désencrasser,0.03,0.07,VER
désenfler,0.12,0.00,VER
désengagement,0.14,0.07,NOM
désengager,0.08,0.14,VER
désengluer,0.00,0.07,VER
désengourdir,0.00,0.14,VER
désennuyer,0.02,0.20,VER
désenrouler,0.01,0.00,VER
désensabler,0.00,0.07,VER
désensibilisation,0.32,0.00,NOM
désensorceler,0.00,0.07,VER
désenvoûter,0.02,0.00,VER
désépaissir,0.00,0.07,VER
déséquilibre,0.82,2.36,NOM
déséquilibré,0.15,1.08,NOM
déséquilibré,0.25,0.54,ADJ
déséquilibrer,0.07,0.27,VER
déséquiper,0.00,0.20,VER
désert,3.04,16.69,ADJ
désert,26.13,36.76,NOM
déserté,0.16,1.15,ADJ
déserter,1.92,1.69,VER
déserteur,1.89,3.51,NOM
désertion,1.07,2.09,NOM
désertique,0.17,1.82,ADJ
désespérance,0.03,1.08,NOM
désespérant,0.60,0.95,ADJ
désespéré,1.00,2.23,NOM
désespéré,4.87,7.30,ADJ
désespérément,4.08,10.81,ADV
désespérer,1.18,4.19,VER
désespoir,10.61,45.47,NOM
déshabillage,0.23,0.68,NOM
déshabillé,0.12,0.54,ADJ
déshabillé,0.57,2.97,NOM
déshabiller,5.85,8.58,VER
désharmonie,0.00,0.07,NOM
désherbage,0.15,0.00,NOM
désherbant,0.06,0.00,NOM
désherbant,0.10,0.00,ADJ
désherber,0.04,0.27,VER
déshérence,0.00,0.20,NOM
déshérité,0.03,0.20,ADJ
déshériter,0.18,0.34,VER
déshonnête,0.01,0.07,ADJ
déshonneur,3.28,2.84,NOM
déshonorant,0.67,0.68,ADJ
déshonorer,1.31,1.28,VER
déshumanisation,0.15,0.14,NOM
déshumaniser,0.01,0.00,VER
déshumidification,0.10,0.00,NOM
déshydratation,0.61,0.07,NOM
déshydraté,0.33,0.07,ADJ
déshydrater,0.29,0.00,VER
desiderata,0.04,0.27,NOM
design,1.47,0.88,NOM
désignation,0.47,1.55,NOM
désigné,0.51,2.16,ADJ
designer,0.51,0.00,NOM
désigner,1.81,8.38,VER
désillusion,0.94,1.22,NOM
désillusionnement,0.10,0.00,NOM
désillusionner,0.02,0.00,VER
désincarcération,0.01,0.00,NOM
désincarnation,0.01,0.00,NOM
désincarné,0.00,0.34,ADJ
désincarné,0.02,0.20,NOM
désincarner,0.00,0.07,VER
désincruster,0.01,0.00,VER
désindividualisation,0.10,0.00,NOM
désinence,0.00,0.07,NOM
désinfectant,0.07,0.14,ADJ
désinfectant,0.79,1.49,NOM
désinfecter,1.59,1.35,VER
désinfection,0.71,0.61,NOM
désinformation,0.20,0.41,NOM
désinformer,0.01,0.00,VER
désinsectisation,0.19,0.00,NOM
désinsectiser,0.01,0.00,VER
désinstaller,0.02,0.00,VER
désintégrateur,0.03,0.00,NOM
désintégration,0.86,0.47,NOM
désintégrer,0.50,0.41,VER
désintellectualiser,0.01,0.00,VER
désintéressé,0.63,1.01,ADJ
désintéressement,0.33,2.09,NOM
désintéresser,0.07,1.62,VER
désintérêt,0.07,0.68,NOM
désintoxication,1.46,0.74,NOM
désintoxiquer,0.47,0.68,VER
désinviter,0.05,0.00,VER
désinvolte,0.81,6.76,ADJ
désinvolture,0.32,9.80,NOM
désir,31.59,96.69,NOM
désirabilité,0.00,0.07,NOM
désirable,1.18,4.19,ADJ
désirant,0.05,0.34,ADJ
désiré,0.01,0.20,NOM
désiré,0.41,1.62,ADJ
désirer,4.28,9.12,VER
désireux,1.05,5.20,ADJ
désistement,0.12,0.07,NOM
désister,0.18,0.07,VER
désobéir,1.75,1.01,VER
désobéissance,0.91,0.68,NOM
désobéissant,0.13,0.00,ADJ
désobligeance,0.00,0.14,NOM
désobligeant,0.54,0.74,ADJ
désobliger,0.01,0.34,VER
désodé,0.00,0.07,ADJ
désodorisant,0.07,0.00,ADJ
désodorisant,0.32,0.27,NOM
désodoriser,0.04,0.00,VER
désœuvrer,0.00,0.07,NOM
désœuvré,0.00,0.54,NOM
désœuvré,0.00,1.42,ADJ
désœuvrement,0.03,2.30,NOM
désolant,0.65,1.08,ADJ
désolation,1.04,6.76,NOM
désolé,193.51,6.49,ADJ
désoler,0.35,0.61,VER
désolidariser,0.04,0.47,VER
désopilant,0.41,0.61,ADJ
désorbitation,0.01,0.00,NOM
désorbiter,0.02,0.00,VER
désordonné,0.12,0.27,NOM
désordonné,0.13,1.22,ADJ
désordonnément,0.00,0.07,ADV
désordre,12.34,39.12,NOM
désorganisateur,0.00,0.07,NOM
désorganisation,0.01,0.47,NOM
désorganiser,0.05,0.14,VER
désorientation,0.43,0.14,NOM
désorienté,0.70,1.35,ADJ
désorienter,0.19,0.07,VER
désormais,39.13,88.45,ADV
désossage,0.01,0.00,NOM
désossement,0.01,0.00,NOM
désosser,0.13,0.34,VER
désosseur,0.01,0.00,NOM
désoxygénation,0.01,0.00,NOM
désoxyribonucléique,0.01,0.07,ADJ
desperado,0.21,0.20,NOM
déspiritualisation,0.00,0.07,NOM
déspiritualiser,0.00,0.07,VER
despote,0.01,0.07,ADJ
despote,0.85,0.61,NOM
despotique,0.16,0.41,ADJ
despotisme,0.45,0.81,NOM
desquamation,0.01,0.07,NOM
desquelles,0.01,1.76,PRO:int
desquelles,0.81,7.64,PRO:rel
desquels,0.15,2.16,PRO:int
desquels,0.64,7.97,PRO:rel
dessaisir,0.16,0.27,VER
dessaisissement,0.00,0.07,NOM
dessalé,0.00,0.14,ADJ
dessaler,0.16,0.00,VER
dessaouler,0.08,0.14,VER
dessaper,0.00,0.07,VER
desséchant,0.01,0.07,ADJ
dessèchement,0.02,0.07,NOM
dessécher,0.25,0.88,VER
dessein,5.32,10.20,NOM
desseller,0.03,0.41,VER
desserrage,0.01,0.07,NOM
desserre,0.00,0.07,NOM
desserrer,0.38,3.58,VER
dessert,11.61,11.62,NOM
desserte,0.07,1.49,NOM
dessertir,0.00,0.07,VER
desservant,0.00,0.14,ADJ
desservant,0.00,0.20,NOM
desservir,0.07,1.08,VER
dessiccation,0.03,0.07,NOM
dessiller,0.00,0.34,VER
dessin,17.92,34.86,NOM
dessinateur,1.08,5.27,NOM
dessiné,0.05,0.41,NOM
dessiner,9.10,12.97,VER
dessouder,0.45,0.14,VER
dessouler,0.01,0.00,VER
dessoûler,0.37,0.14,VER
dessous,11.01,17.50,ADV
dessous,18.14,29.46,NOM
dessus,54.77,27.23,NOM
dessus,111.19,57.57,ADV
déstabilisant,0.32,0.00,ADJ
déstabilisation,0.18,0.07,NOM
déstabiliser,0.80,0.47,VER
déstalinisation,0.00,0.07,NOM
destin,51.93,62.77,NOM
destinataire,0.67,1.82,NOM
destination,10.41,9.59,NOM
destiné,0.66,1.22,ADJ
destinée,8.64,8.31,NOM
destiner,0.00,0.07,VER
destituer,0.17,0.14,VER
destitution,0.17,0.34,NOM
déstockage,0.03,0.00,NOM
destrier,0.25,0.34,NOM
destroy,0.25,0.14,ADJ
destroyer,1.84,0.41,NOM
destructeur,0.61,0.34,NOM
destructeur,1.10,0.95,ADJ
destructible,0.03,0.00,ADJ
destructif,0.05,0.14,ADJ
destruction,13.96,11.76,NOM
déstructuration,0.03,0.00,NOM
déstructurer,0.01,0.07,VER
désubjectiviser,0.00,0.07,VER
désuet,0.16,1.62,ADJ
désuétude,0.06,0.27,NOM
désuni,0.02,0.07,ADJ
désunion,0.20,0.20,NOM
désunir,0.13,0.54,VER
désynchronisation,0.01,0.00,NOM
détachable,0.14,0.00,ADJ
détachant,0.03,0.14,ADJ
détachant,0.16,0.41,NOM
détaché,0.25,0.74,NOM
détaché,1.02,6.08,ADJ
détachement,2.25,15.14,NOM
détacher,4.44,15.14,VER
détacheur,0.10,0.00,NOM
détail,19.82,37.97,NOM
détaillant,0.00,0.07,ADJ
détaillant,0.07,0.07,NOM
détaillé,1.12,1.22,ADJ
détailler,0.14,4.26,VER
détaler,0.14,1.28,VER
détalonner,0.01,0.00,VER
détartrage,0.12,0.00,NOM
détartrant,0.02,0.00,NOM
détaxe,0.01,0.00,NOM
détectable,0.17,0.00,ADJ
détecter,2.49,1.49,VER
détecteur,0.39,0.20,ADJ
détecteur,5.19,0.20,NOM
détection,1.84,0.27,NOM
détective,20.77,2.36,NOM
déteindre,0.51,0.61,VER
dételage,0.01,0.00,NOM
dételer,0.04,0.61,VER
détendeur,0.48,0.00,NOM
détendre,11.77,5.41,VER
détendu,1.77,3.99,ADJ
détenir,1.11,1.89,VER
détente,5.42,10.47,NOM
détenteur,0.14,0.20,ADJ
détenteur,0.33,0.81,NOM
détention,6.85,2.84,NOM
détenu,0.89,0.20,ADJ
détenu,3.64,2.09,NOM
détergent,0.12,0.00,ADJ
détergent,0.99,0.07,NOM
détérioration,0.64,0.54,NOM
détériorer,0.36,0.68,VER
déterminant,0.02,0.14,NOM
déterminant,0.33,0.74,ADJ
détermination,2.75,4.59,NOM
déterminé,1.28,1.62,ADJ
déterminément,0.00,0.34,ADV
déterminer,6.10,4.32,VER
déterminisme,0.22,0.47,NOM
déterministe,0.10,0.07,ADJ
déterministe,0.10,0.07,NOM
déterrage,0.01,0.00,NOM
déterré,0.03,0.27,ADJ
déterré,0.30,0.07,NOM
déterrer,2.05,0.68,VER
déterreur,0.02,0.00,NOM
détestable,1.68,4.12,ADJ
détestablement,0.00,0.07,ADV
détestation,0.00,0.47,NOM
détesté,0.22,0.61,ADJ
détester,6.35,5.47,VER
détonant,0.03,0.27,ADJ
détonateur,3.23,0.34,NOM
détonation,1.17,4.66,NOM
détoner,0.30,0.00,VER
détonner,0.10,0.20,VER
détour,5.43,16.76,NOM
détourage,0.14,0.00,NOM
détourné,0.26,0.95,ADJ
détournement,2.35,1.89,NOM
détourner,5.27,12.77,VER
détourneur,0.00,0.07,NOM
détracteur,0.01,0.07,ADJ
détracteur,0.03,0.20,NOM
détraqué,0.37,0.61,ADJ
détraqué,1.06,0.41,NOM
détraquement,0.01,0.14,NOM
détraquer,0.41,0.34,VER
détrempe,0.10,0.14,NOM
détremper,0.00,0.07,VER
détresse,8.48,18.38,NOM
détricoter,0.00,0.07,VER
détriment,0.57,2.97,NOM
détritus,1.16,4.80,NOM
détroit,3.02,1.35,NOM
détromper,0.08,1.15,VER
détroncher,0.00,0.07,VER
détrôné,0.25,0.07,ADJ
détrônement,0.01,0.00,NOM
détrôner,0.19,0.54,VER
détrousser,0.11,0.00,VER
détrousseur,0.17,0.07,NOM
détruire,50.12,20.34,VER
dette,12.77,5.14,NOM
deuche,0.00,0.07,NOM
deuil,12.21,23.51,NOM
deusio,0.20,0.00,ADV
deutérium,0.07,0.00,NOM
deutéronome,0.23,0.20,NOM
deuxième,13.33,17.91,NOM
deuxième,43.77,58.58,ADJ
deuxièmement,4.58,0.88,ADV
deuzio,0.89,0.20,ADV
dévalement,0.00,0.34,NOM
dévaler,0.29,1.69,VER
dévaliser,1.93,0.68,VER
dévalorisant,0.10,0.00,ADJ
dévalorisation,0.01,0.27,NOM
dévaloriser,0.09,0.07,VER
dévaluation,0.14,0.47,NOM
dévaluer,0.00,0.20,VER
devancer,0.99,2.03,VER
devant,3.44,8.72,NOM
devant,59.06,81.22,ADV
devant,208.19,690.34,PRE
devanture,0.46,5.07,NOM
dévastateur,0.02,0.00,NOM
dévastateur,0.38,0.61,ADJ
dévastation,0.41,0.81,NOM
dévasté,0.58,1.35,ADJ
dévaster,0.21,0.54,VER
déveine,0.33,1.01,NOM
développé,1.96,0.95,ADJ
développée,0.01,0.07,NOM
développement,6.63,10.20,NOM
développer,7.84,6.96,VER
développeur,0.17,0.07,NOM
devenir,3.38,2.84,NOM
devenir,108.83,85.27,VER
déventer,0.01,0.00,VER
dévergondage,0.03,0.20,NOM
dévergondé,0.11,0.07,ADJ
dévergondé,0.23,0.14,NOM
dévergonder,0.02,0.14,VER
dévernir,0.00,0.14,VER
déverrouillage,0.28,0.00,NOM
déverrouiller,0.33,0.20,VER
devers,0.06,2.57,PRE
déversant,0.01,0.00,ADJ
déversement,0.14,0.07,NOM
déverser,0.61,2.23,VER
déversoir,0.18,0.95,NOM
dévêtir,0.47,1.89,VER
déviance,0.01,0.00,NOM
déviant,0.10,0.00,NOM
déviant,0.33,0.00,ADJ
déviateur,0.02,0.00,ADJ
déviation,1.00,0.95,NOM
déviationnisme,0.00,0.14,NOM
déviationniste,0.00,0.07,ADJ
dévider,0.00,1.15,VER
dévideur,0.00,0.07,NOM
dévidoir,0.03,0.20,NOM
dévier,0.90,1.96,VER
devin,1.61,0.68,NOM
deviner,17.60,25.95,VER
devinette,1.48,1.42,NOM
devineur,0.01,0.00,NOM
dévirginiser,0.00,0.07,VER
dévirilisation,0.00,0.20,NOM
devis,0.94,1.62,NOM
dévisager,0.67,2.91,VER
devise,4.75,6.22,NOM
deviser,0.03,0.47,VER
dévissable,0.01,0.00,ADJ
dévissage,0.00,0.07,NOM
dévissé,0.03,0.00,NOM
dévisser,0.48,1.08,VER
dévitalisation,0.01,0.07,NOM
dévitaliser,0.05,0.00,VER
dévoiement,0.00,0.14,NOM
dévoilant,0.00,0.20,ADJ
dévoilement,0.06,0.41,NOM
dévoiler,3.80,3.78,VER
devoir,42.89,33.04,NOM
devoir,74.06,29.26,VER
dévolu,0.02,0.54,ADJ
dévolu,0.16,0.74,NOM
dévolution,0.00,0.07,NOM
devon,0.04,0.00,NOM
dévonien,0.01,0.00,NOM
dévorant,0.39,0.81,ADJ
dévorateur,0.00,0.14,ADJ
dévoration,0.00,0.07,NOM
dévorer,4.08,7.70,VER
dévoreur,0.16,0.41,NOM
dévot,0.37,0.34,ADJ
dévot,0.48,0.41,NOM
dévotement,0.00,0.47,ADV
dévotieusement,0.00,0.14,ADV
dévotion,2.26,7.03,NOM
dévoué,2.60,1.69,ADJ
dévouement,4.03,8.51,NOM
dévouer,0.38,1.55,VER
dévoyé,0.03,0.68,NOM
dévoyé,0.18,0.54,ADJ
dévoyer,0.12,0.41,VER
dexaméthasone,0.01,0.00,NOM
dextérité,0.32,2.16,NOM
dextre,0.00,0.07,ADJ
dextre,0.17,0.54,NOM
dextrement,0.00,0.14,ADV
dextrose,0.12,0.00,NOM
dézinguer,0.16,0.00,VER
dharma,0.26,0.14,NOM
dhole,0.08,0.00,NOM
diabète,2.25,1.35,NOM
diabétique,0.37,0.00,NOM
diabétique,1.28,0.34,ADJ
diable,0.01,0.00,ADJ
diable,87.54,51.01,NOM
diablement,0.75,1.01,ADV
diablerie,0.14,0.07,NOM
diablesse,0.95,1.01,NOM
diablotin,0.38,0.14,NOM
diabolique,0.43,0.14,NOM
diabolique,6.89,4.73,ADJ
diaboliquement,0.11,0.34,ADV
diaboliser,0.05,0.00,VER
diabolisme,0.04,0.00,NOM
diabolo,0.03,0.47,NOM
diacétylmorphine,0.01,0.00,NOM
diachronique,0.01,0.07,ADJ
diaclase,0.14,0.00,NOM
diaconesse,0.00,0.14,NOM
diaconie,0.00,0.07,NOM
diacre,0.84,1.01,NOM
diacritique,0.03,0.07,ADJ
diadème,1.38,1.15,NOM
diagnose,0.01,0.00,NOM
diagnostic,6.25,3.51,NOM
diagnostique,0.70,0.20,ADJ
diagnostiquer,0.53,0.27,VER
diagnostiqueur,0.01,0.00,NOM
diagonal,0.00,0.07,ADJ
diagonale,0.18,3.85,NOM
diagonalement,0.01,0.07,ADV
diagramme,0.58,0.00,NOM
dialectal,0.21,0.00,ADJ
dialecte,1.44,2.03,NOM
dialecticien,0.00,0.20,NOM
dialectique,0.19,1.82,ADJ
dialectique,0.66,2.16,NOM
dialogique,0.01,0.00,ADJ
dialogue,14.11,14.46,NOM
dialoguer,0.76,0.74,VER
dialoguiste,0.00,0.07,NOM
dialyse,1.02,0.20,NOM
dialyser,0.01,0.00,VER
diamant,7.97,14.12,NOM
diamantaire,0.05,1.28,NOM
diamanté,0.00,0.14,ADJ
diamantifère,0.00,0.07,ADJ
diamantin,0.05,0.20,ADJ
diamétralement,0.14,0.74,ADV
diamètre,1.81,2.23,NOM
diamine,0.01,0.00,NOM
diamorphine,0.01,0.00,NOM
diane,0.03,0.41,NOM
diantre,0.41,0.27,NOM
diapason,0.46,1.42,NOM
diaphane,0.03,2.03,ADJ
diaphorétique,0.06,0.00,ADJ
diaphragmatique,0.05,0.00,ADJ
diaphragme,1.32,1.42,NOM
diapo,0.66,0.07,NOM
diaporama,0.05,0.00,NOM
diapositive,0.06,0.00,NOM
diapré,0.00,0.07,ADJ
diarrhée,2.84,1.15,NOM
diarrhéique,0.01,0.07,ADJ
diaspora,0.00,0.54,NOM
diastole,0.00,0.07,NOM
diastolique,0.07,0.00,ADJ
diatomée,0.01,0.00,NOM
diatonique,0.00,0.14,ADJ
diatribe,0.12,1.49,NOM
dichotomie,0.20,0.00,NOM
dichroïque,0.01,0.00,ADJ
dichroïsme,0.00,0.07,NOM
dicible,0.00,0.07,ADJ
dictaphone,0.41,0.27,NOM
dictateur,2.14,5.00,NOM
dictatorial,0.03,0.20,ADJ
dictature,3.84,4.86,NOM
dictée,1.59,3.51,NOM
dicter,2.28,1.89,VER
diction,1.37,1.49,NOM
dictionnaire,2.62,8.11,NOM
dicton,2.48,1.15,NOM
didactique,0.00,0.14,NOM
didactique,0.60,1.01,ADJ
didactiquement,0.00,0.07,ADV
dièdre,0.00,0.27,NOM
dieffenbachia,0.00,0.07,NOM
dièse,0.25,0.14,NOM
diesel,1.47,0.68,NOM
diète,0.42,0.54,NOM
diététicien,0.03,0.54,NOM
diététique,0.12,0.68,NOM
diététique,0.96,0.27,ADJ
diététiste,0.01,0.00,NOM
diéthylénique,0.01,0.00,ADJ
diffamateur,0.21,0.07,NOM
diffamation,1.86,0.20,NOM
diffamatoire,0.10,0.14,ADJ
diffamé,0.01,0.07,ADJ
diffamer,0.12,0.07,VER
différé,0.07,0.47,ADJ
différé,0.12,0.20,NOM
différemment,8.46,4.19,ADV
différence,51.47,38.65,NOM
différenciation,0.03,0.07,NOM
différencié,0.00,0.14,ADJ
différencier,1.18,1.15,VER
différend,1.15,0.95,NOM
différent,65.42,27.43,ADJ
différentiel,0.13,0.00,ADJ
différentiel,0.21,0.00,NOM
différents,3.94,2.84,ADJ:ind
différer,0.27,2.70,VER
difficile,135.15,100.74,ADJ
difficilement,3.72,13.04,ADV
difficulté,6.86,22.03,NOM
difficultueux,0.00,0.07,ADJ
difforme,0.94,1.76,ADJ
difformité,0.42,0.47,NOM
diffraction,0.04,0.00,NOM
diffus,0.17,1.82,ADJ
diffusant,0.00,0.07,ADJ
diffuser,3.61,1.22,VER
diffuseur,0.09,0.07,NOM
diffusion,2.53,1.28,NOM
difracter,0.01,0.00,VER
digérer,1.73,3.51,VER
digest,0.23,0.34,NOM
digeste,0.00,0.07,NOM
digeste,0.05,0.07,ADJ
digestif,0.58,0.81,ADJ
digestif,0.67,0.34,NOM
digestion,1.48,2.84,NOM
digicode,0.04,0.07,NOM
digit,0.01,0.00,NOM
digital,0.36,0.07,ADJ
digitale,0.06,0.07,NOM
digitaline,0.21,0.88,NOM
digitaliseur,0.03,0.00,NOM
digne,21.96,27.30,ADJ
dignement,1.80,3.51,ADV
dignitaire,0.21,1.01,NOM
dignité,14.59,32.43,NOM
digression,0.06,0.34,NOM
digue,1.02,7.97,NOM
dijonnais,0.00,0.20,ADJ
diktat,0.10,0.20,NOM
dilapidation,0.00,0.07,NOM
dilapider,0.07,0.34,VER
dilatable,0.00,0.14,ADJ
dilatateur,0.01,0.00,ADJ
dilatateur,0.01,0.00,NOM
dilatation,0.89,1.01,NOM
dilaté,0.10,0.54,ADJ
dilater,0.29,0.54,VER
dilation,0.03,0.00,NOM
dilatoire,0.09,0.41,ADJ
dilection,0.00,0.54,NOM
dilemme,2.20,1.28,NOM
dilettante,0.05,0.47,ADJ
dilettante,0.85,0.68,NOM
dilettantisme,0.00,0.41,NOM
diligemment,0.05,0.27,ADV
diligence,3.25,2.36,NOM
diligent,0.04,0.41,ADJ
diligenter,0.01,0.00,VER
diluant,0.15,0.14,ADJ
diluant,0.21,0.00,NOM
diluer,0.31,0.61,VER
dilution,0.05,0.20,NOM
diluvien,0.00,0.14,ADJ
dimanche,59.67,87.84,NOM
dimension,6.10,8.92,NOM
dimensionnel,0.33,0.00,ADJ
dimensionnement,0.01,0.00,NOM
diminuant,0.04,0.07,ADJ
diminué,0.28,0.68,ADJ
diminuendo,0.02,0.00,ADV
diminuer,1.93,3.72,VER
diminutif,0.21,0.20,ADJ
diminutif,0.96,1.49,NOM
diminution,1.01,1.01,NOM
dinanderie,0.00,0.07,NOM
dinar,0.34,0.07,NOM
dînatoire,0.29,0.00,ADJ
dinde,8.79,1.69,NOM
dindon,1.23,0.74,NOM
dindonneau,0.17,0.00,NOM
dîner,0.01,0.00,ADJ
dîner,51.78,33.65,VER
dîner,84.73,60.00,NOM
dînette,0.49,1.35,NOM
dîneur,0.01,0.14,NOM
dingo,0.67,0.68,NOM
dingo,0.95,1.01,ADJ
dingue,8.19,5.20,NOM
dingue,53.01,9.80,ADJ
dinguer,0.00,0.95,VER
dinguerie,0.05,0.81,NOM
dinosaure,2.32,0.07,NOM
diocésain,0.10,0.00,ADJ
diocèse,0.44,1.01,NOM
diode,0.07,0.00,NOM
diodon,0.00,0.20,NOM
dionée,0.03,0.00,NOM
dionysiaque,0.16,0.34,ADJ
dionysien,0.01,0.07,ADJ
dioptre,0.00,0.07,NOM
diorama,0.11,0.07,NOM
diorite,0.04,0.00,NOM
dioxine,0.12,0.00,NOM
dioxyde,0.56,0.00,NOM
diphényle,0.00,0.07,NOM
diphtérie,0.26,0.68,NOM
diphtongue,0.00,0.14,NOM
diplodocus,0.01,0.68,NOM
diplomate,1.18,1.42,ADJ
diplomate,1.98,4.66,NOM
diplomatie,1.80,5.68,NOM
diplomatique,2.77,6.96,ADJ
diplomatiquement,0.04,0.20,ADV
diplôme,13.28,4.32,NOM
diplômé,0.56,0.27,NOM
diplômé,0.71,0.27,ADJ
diplômer,0.16,0.00,VER
diplopie,0.03,0.00,NOM
dipneuste,0.05,0.00,NOM
dipôle,0.01,0.00,NOM
dipsomane,0.01,0.00,ADJ
dipsomane,0.25,0.00,NOM
dipsomanie,0.01,0.00,NOM
diptyque,0.01,0.14,NOM
direct,14.29,10.68,ADJ
direct,15.81,4.39,NOM
directement,26.73,39.12,ADV
directeur,13.65,3.65,ADJ
directeur,57.65,30.00,NOM
directif,0.22,0.00,ADJ
direction,43.25,103.04,NOM
directionnel,0.09,0.07,ADJ
directive,0.40,0.47,NOM
directo,0.00,0.41,ADV
directoire,0.17,2.09,NOM
directorat,0.01,0.00,NOM
directorial,0.01,0.81,ADJ
directos,0.03,0.41,ADV
dirham,0.14,0.00,NOM
dirigé,0.07,0.27,ADJ
dirigeable,0.05,0.27,ADJ
dirigeable,0.41,0.20,NOM
dirigeant,0.52,1.22,ADJ
dirigeant,1.81,2.09,NOM
diriger,13.94,17.64,VER
dirimant,0.00,0.07,ADJ
dirlo,0.40,1.69,NOM
disant,1.27,7.03,ADJ
discal,0.02,0.07,ADJ
discernable,0.01,0.34,ADJ
discernement,0.90,2.50,NOM
discerner,0.69,6.69,VER
disciple,1.98,7.64,NOM
disciplinaire,0.93,0.81,ADJ
discipline,11.59,20.27,NOM
discipliné,0.30,0.74,ADJ
discipliner,0.29,0.34,VER
disco,1.76,0.34,ADJ
disco,1.79,0.34,NOM
discobole,0.23,0.20,NOM
discographie,0.01,0.00,NOM
discontinu,0.00,0.61,ADJ
discontinuer,0.03,1.76,VER
discontinuité,0.05,0.68,NOM
discordance,0.04,0.41,NOM
discordant,0.08,0.74,ADJ
discorde,1.35,2.09,NOM
discothèque,1.12,0.74,NOM
discount,0.39,0.27,NOM
discoureur,0.01,0.07,NOM
